Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,MAP_PIN,CAMA_PIN_L,CAMA_LOT,MAP_TAXMAP,MAP_DBLCIR,MAP_BLOCK,MAP_LOT,COGO,ZONING,GPIN,MZONE,MLUSE,MCLASS,MIMPRV,MTOTLD,MTOTPR,MSELLP,MTUTIL,MBASA,MTOTA,MASSLU,MCAYR,DATA_YEAR,Area_ACRE,UNIQ_ID,MAP_PIN_12,CAMA_PIN_2,CAMA_LOT_2,MAP_TAXM_2,MAP_DBLC_2,MAP_BLOCK1,MAP_LOT_12,COGO_12,ZONING_12,GPIN_12,MZONE_12,MLUSE_12,MCLASS_12,MIMPRV_12,MTOTLD_12,MTOTPR_12,MSELLP_12,MTUTIL_12,MBASA_12,MTOTA_12,MASSLU_12,MCAYR_12,DATA_YEAR1,Area_ACRE1,UNIQ_ID_12
0,13758,1,156,53-78B,053-78B,78B,53,,,78B,YES,A-10,6780-34-8421,,2,C,125600,84000,209600,0,10000,1450,1450,0,2017,2017,5.15235,201713758,53-78A,053-78A,78A,53,,,78A,NO,A-10,6780-44-6832,,2,,0,144400,144400,140000,0,0,0,8950,2015,2016,24.3593,201613673
0,13760,1,157,53-79A,053-79A,79A,53,,,79A,YES,A-10,6780-55-2706,,5,,0,179900,179900,0,0,0,0,0,0,2017,30.414,201713760,53-79,053-79,79,53,,,79,YES,A-10,6780-46-2180,,6,D,222400,612000,834400,700000,10000,1503,1551,97500,2015,2016,125.37,201613674
0,13787,1,158,53-89H1,053-89H1,89H1,53,,,89H1,NO,A-10,6780-51-3572,,2,C,107700,67000,174700,155500,10000,1440,1440,0,2013,2017,1.99999,201713787,53-89H,053-89H,89H,53,,,89H,NO,A-10,6780-51-7535,,2,,0,86000,86000,35500,0,0,0,0,0,2016,8.82566,201613700
0,13820,1,159,53-98C-B,053-98C-B,98C-B,53,,,98C-B,YES,A-10,6689-77-5748,,2,C,168100,85000,253100,298370,10000,1224,2256,0,2017,2017,5.9999,201713820,53-98C,053-98C,98C,53,,,98C,NO,A-10,6689-77-7823,,2,,0,105000,105000,0,0,0,0,0,2015,2016,11.4186,201613733
0,13822,1,160,53-98E,053-98E,98E,53,,,98E,YES,A-10,6689-77-2983,,2,C,125600,78300,203900,0,10000,1568,1568,0,2017,2017,4.69656,201713822,53-98,053-98,98,53,,,98,NO,A-10,6689-68-8047,,2,,0,130100,130100,0,0,0,0,0,2015,2016,18.7195,201613731
0,14584,1,161,61-1-G,061-1-G,G,61,1,,G,NO,A-10,6677-79-9501,,2,,0,94000,94000,0,0,0,0,0,0,2017,12.517,201714584,61-1-G,061-1-G,G,61,1,,G,NO,A-10,6677-79-9501,,2,,0,94000,94000,0,0,0,0,0,0,2016,32.3432,201614494
0,14602,1,162,61-14,061-14,14,61,,,14,YES,A-10,6678-83-1372,,2,D,41000,50000,91000,0,10000,800,800,0,0,2017,1.08394,201714602,61-15,061-15,15,61,,,15,NO,A-10,6678-73-8333,,2,C,57400,124500,181900,0,10000,1126,1126,0,0,2016,12.5919,201614513
0,14653,1,163,61-32B,061-32B,32B,61,,,32B,YES,A-10,6688-20-3958,,,,0,0,0,0,0,0,0,0,0,2017,2.00463,201714653,61-32A,061-32A,32A,61,,,32A,NO,A-10,6688-21-2274,,2,C,198000,137800,335800,250000,10000,2284,2284,0,2006,2016,9.27784,201614561
0,14680,1,164,61-41B,061-41B,41B,61,,,41B,YES,A-10,6688-16-6268,,2,,0,117200,117200,115000,0,0,0,0,2016,2017,17.8118,201714680,61-41,061-41,41,61,,,41,NO,A-10,6688-16-2299,,5,C,241300,173100,414400,0,10000,2312,2312,60200,2009,2016,27.9607,201614586
0,14686,1,165,61-4B,061-4B,4B,61,,,4B,YES,A-10,6688-09-6519,,2,,0,54800,54800,0,0,0,0,0,0,2017,2.00499,201714686,61-4,061-4,4,61,,,4,NO,A-10,6678-89-0589,,6,C,49700,967600,1017300,0,10000,1462,1462,145050,0,2016,207.884,201614580
0,14815,1,166,7-21D,007-21D,21D,7,,,21D,YES,A-10,6755-04-5287,,2,C,88300,51000,139300,0,10000,720,720,0,2016,2017,2.00013,201714815,7-21E,007-21E,21E,7,,,21E,YES,A-10,6755-15-7307,,2,,0,75500,75500,0,0,0,0,0,0,2016,10.0059,201614722
0,14947,1,167,8-37B,008-37B,37B,8,,,37B,YES,A-10,6755-67-1284,,2,C,107300,56000,163300,136000,10000,1040,1488,0,2016,2017,1.13254,201714947,8-37B,008-37B,37B,8,,,37B,NO,A-10,6755-57-9176,,2,C,107300,56000,163300,58500,10000,1040,1488,0,0,2016,0.713731,201614856
0,14994,1,168,Aug-56,008-56,56,8,,,56,YES,A-10,6755-24-7118,,2,,0,30200,30200,31500,0,0,0,0,2016,2017,10.0679,201714994,Aug-55,008-55,55,8,,,55,NO,A-10,6755-34-2051,,2,,0,45800,45800,15300,0,0,0,0,0,2016,24.5421,201614902
0,14996,1,169,8-57E,008-57E,57,8,,,57E,YES,A-10,6755-22-5833,,2,,0,89300,89300,175000,0,0,0,0,2010,2017,10.6968,201714996,16-1,016-1,1,16,,,1,NO,A-10,6755-21-0983,,2,B,409000,108100,517100,96000,10000,2247,4093.4,0,2005,2016,23.7694,201600956
0,15040,1,170,8-67C,008-67C,67C,8,,,67C,NO,A-10,6755-64-6984,,2,C,53300,50000,103300,110500,10000,960,960,0,2005,2017,0.579222,201715040,8-67C,008-67C,67C,8,,,67C,NO,A-10,6755-65-8044,,2,C,53300,50000,103300,110500,10000,960,960,0,2005,2016,1.23295,201614948
0,15044,1,171,Aug-69,008-69,69,8,,,69,NO,A-10,6755-65-2400,,2,D,35000,63000,98000,0,10000,832,832,0,0,2017,2.03107,201715044,8-69A,008-69A,69A,8,,,69A,NO,A-10,6755-65-5517,,2,D,19300,55800,75100,0,10000,942,942,0,0,2016,7.32214,201614953
0,15062,1,172,Aug-70,008-70,70,8,,,70,NO,A-10,6755-65-2699,,2,C,77700,55000,132700,0,10000,1394,1394,0,0,2017,1.94839,201715062,8-74A,008-74A,74A,8,,,74A,NO,A-10,6755-65-4978,,2,C,133600,88600,222200,0,10000,1450,1630,0,2015,2016,7.36736,201614974
0,15064,1,173,8-71A,008-71A,71A,8,,,71A,NO,A-10,6755-75-5529,,5,,0,126600,126600,0,0,0,0,0,2016,2017,23.7265,201715064,Aug-71,008-71,71,8,,,71,YES,A-10,6755-75-5123,,2,E,1000,43300,44300,0,0,576,864,0,2011,2016,25.6255,201614971
0,15098,1,174,Aug-88,008-88,88,8,,,88,YES,A-10,6756-60-5072,,2,,0,16100,16100,130000,0,0,0,0,2015,2017,1.97138,201715098,Aug-88,008-88,88,8,,,88,NO,A-10,6755-69-6927,,2,,7700,31700,39400,130000,0,0,0,0,2015,2016,5.23173,201615005
0,15103,1,175,8/9/2010,008-9-10,10,8,9,,10,YES,A-10,6755-67-0742,,2,B,183800,63000,246800,294000,10000,1384,2043,0,2016,2017,2.01145,201715103,8/9/2004,008-9-4,4,8,9,,4,NO,A-10,6755-67-4786,,2,,0,80000,80000,80000,0,0,0,0,2012,2016,12.6857,201615014
0,15138,0,176,UNKNOWN_1,UNKNOWN_1,,15,,,UNKNOWN,YES,A-10,6744-67-1447,,,,0,0,0,0,0,0,0,0,0,2017,0.249997,201715138,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0,15139,0,177,UNKNOWN_2,UNKNOWN_2,,40,1,,UNKNOWN,NO,A-10,6771-30-1010,,,,0,0,0,0,0,0,0,0,0,2017,1.85164,201715139,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0,15140,0,178,UNKNOWN_3,UNKNOWN_3,,40,6,,UNKNOWN,NO,R-C,6761-49-7510,,,,0,0,0,0,0,0,0,0,0,2017,0.775763,201715140,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0,15141,0,179,UNKNOWN_4,UNKNOWN_4,,34,1,,UNKNOWN_4,NO,A-10,5791-58-5062,,,,0,0,0,0,0,0,0,0,0,2017,6.86836,201715141,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0,179,1,1,12-72E,012-72E,72E,12,,,72E,YES,A-10,6713-28-2855,,2,,0,54500,54500,0,0,0,0,0,0,2018,3.99994,201800179,12-72C,012-72C,72C,12,,,72C,NO,A-10,6713-28-2733,,2,C,182300,69000,251300,0,10000,1791,1791,0,0,2017,6.53859,201700177
0,699,1,2,15-24D,015-24D,24D,15,,,24D,NO,A-10,6754-15-8439,,2,,0,1100,1100,0,0,0,0,0,0,2018,1.65472,201800699,15-24,015-24,24,15,,,24,NO,A-10,6754-05-0277,,6,E,8000,224300,232300,0,10000,826,826,0,2012,2017,354.4,201700690
0,700,1,3,15-24E,015-24E,24E,15,,,24E,NO,A-10,6754-15-2770,,2,,0,600,600,0,0,0,0,0,0,2018,1.83926,201800700,15-24,015-24,24,15,,,24,NO,A-10,6754-05-0277,,6,E,8000,224300,232300,0,10000,826,826,0,2012,2017,354.4,201700690
0,1066,1,4,16-35G,016-35G,35G,16,,,35G,YES,RR-5,6755-91-4696,,2,,0,3000,3000,642210,0,0,0,0,2006,2018,6.33854,201801066,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1067,1,5,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-90-5678,R-5,5,,0,121100,121100,660080,0,0,0,0,2006,2018,14.3978,201801067,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1110,1,6,16-66C,016-66C,66C,16,,,66C,YES,A-10,6764-02-0274,,2,,0,77100,77100,0,10000,0,0,0,2017,2018,6.18971,201801110,16-67C,016-67C,67C,16,,,67C,NO,A-10,6754-92-8932,,5,,0,127300,127300,0,0,0,0,9550,0,2017,23.2031,201701111
0,1215,1,7,16A-4-1,016A-4-1,1,16A,4,,1,YES,RR-5,6753-46-1718,,2,,0,115400,115400,0,0,0,0,0,0,2018,2.53858,201801215,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1216,1,8,16A-4-10,016A-4-10,10,16A,4,,10,YES,RR-5,6753-36-8389,,2,,0,63700,63700,0,0,0,0,0,0,2018,2.3751,201801216,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1217,1,9,16A-4-2,016A-4-2,2,16A,4,,2,YES,RR-5,6753-46-2496,,2,C,255200,73900,329100,432100,10000,1956,3052,0,2017,2018,2.39022,201801217,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1218,1,10,16A-4-3,016A-4-3,3,16A,4,,3,YES,RR-5,6753-46-3277,,2,,0,64600,64600,77000,0,0,0,0,2018,2018,2.46102,201801218,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1219,1,11,16A-4-4,016A-4-4,4,16A,4,,4,YES,RR-5,6753-46-4068,,2,B,282800,76000,358800,440076,10000,1296,3092,0,2017,2018,2.59921,201801219,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1220,1,12,16A-4-5,016A-4-5,5,16A,4,,5,YES,RR-5,6753-45-5812,,2,,0,66200,66200,82500,0,0,0,0,2017,2018,2.61529,201801220,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1221,1,13,16A-4-6,016A-4-6,6,16A,4,,6,YES,RR-5,6753-45-3651,,2,,0,69900,69900,0,0,0,0,0,0,2018,2.99263,201801221,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1222,1,14,16A-4-7,016A-4-7,7,16A,4,,7,YES,RR-5,6753-45-0641,,2,,0,83300,83300,84700,0,0,0,0,2017,2018,4.3291,201801222,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1223,1,15,16A-4-8,016A-4-8,8,16A,4,,8,YES,RR-5,6753-35-9802,,2,,0,70200,70200,75000,0,0,0,0,2017,2018,3.0165,201801223,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1224,1,16,16A-4-9,016A-4-9,9,16A,4,,9,YES,RR-5,6753-35-8939,,2,,0,71100,71100,0,0,0,0,0,0,2018,3.1102,201801224,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,,,0,0,0,0,0,0,0,0,0,2017,30.3123,201701094
0,1394,1,17,16C-4-1,016C-4-1,1,16C,2,,1,YES,RR-5,6755-80-7204,,2,,0,109400,109400,0,0,0,0,0,0,2018,4.94036,201801394,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1395,1,18,16C-4-10,016C-4-10,10,16C,2,,10,YES,RR-5,6755-80-2323,,2,,0,84400,84400,0,0,0,0,0,0,2018,2.43917,201801395,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1396,1,19,16C-4-2,016C-4-2,2,16C,2,,2,YES,RR-5,6755-80-7591,,2,,0,92400,92400,0,0,0,0,0,0,2018,3.24006,201801396,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1398,1,20,16C-4-4,016C-4-4,4,16C,2,,4,YES,RR-5,6755-80-9986,,2,,0,86000,86000,0,0,0,0,0,0,2018,2.59703,201801398,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1399,1,21,16C-4-5,016C-4-5,5,16C,2,,5,YES,RR-5,6755-81-9245,,2,,0,100900,100900,0,0,0,0,0,0,2018,4.09392,201801399,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1401,1,22,16C-4-7,016C-4-7,7,16C,2,,7,YES,RR-5,6755-80-5939,,2,,0,84400,84400,0,0,0,0,0,0,2018,2.43447,201801401,16-35G,016-35G,35G,16,,,35G,YES,RR-5,6755-81-7227,,2,,0,41000,41000,642210,0,0,0,0,2006,2017,6.55651,201701063
0,1402,1,23,16C-4-8,016C-4-8,8,16C,2,,8,YES,RR-5,6755-80-4716,,2,,0,84400,84400,0,0,0,0,0,0,2018,2.43917,201801402,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1403,1,24,16C-4-9,016C-4-9,9,16C,2,,9,YES,RR-5,6755-80-3504,,2,,0,84400,84400,0,0,0,0,0,0,2018,2.43917,201801403,16-35H,016-35H,35H,16,,,35H,YES,RR-5,6755-80-8674,R-5,5,,0,274100,274100,660080,0,0,0,0,2006,2017,45.1958,201701064
0,1404,1,25,16C-6-1,016C-6-1,1,16C,6,,1,YES,RR-5,6755-82-4303,,2,,0,97100,97100,0,0,0,0,0,0,2018,3.70761,201801404,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1405,1,26,16C-6-2,016C-6-2,2,16C,6,,2,YES,RR-5,6755-82-1541,,2,,0,117500,117500,0,0,0,0,0,0,2018,5.75473,201801405,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1407,1,27,16C-6-4,016C-6-4,4,16C,6,,4,YES,RR-5,6755-72-5687,,2,,0,135000,135000,0,0,0,0,0,0,2018,7.49992,201801407,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1408,1,28,16C-6-5,016C-6-5,5,16C,6,,5,YES,RR-5,6755-72-1831,,2,,0,145400,145400,0,0,0,0,0,0,2018,8.53691,201801408,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1410,1,29,16C-6-7,016C-6-7,7,16C,6,,7,YES,RR-5,6755-72-4148,,2,,0,80000,80000,85000,0,0,0,0,2018,2018,2.00262,201801410,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1411,1,30,16C-6-8,016C-6-8,8,16C,6,,8,YES,RR-5,6755-72-6078,,5,,0,80000,80000,0,0,0,0,0,0,2018,2.0022,201801411,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1412,1,31,16C-6-9,016C-6-9,9,16C,6,,9,YES,RR-5,6755-72-8072,,2,,0,80100,80100,0,0,0,0,0,0,2018,2.00893,201801412,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,215200,215200,9000000,0,0,0,0,2005,2017,35.9044,201714878
0,1413,1,32,16C-7-1,016C-7-1,1,16C,7,,1,YES,RR-5,6765-03-4550,,2,C,243300,97600,340900,0,10000,2048,2624,0,0,2018,2.75482,201801413,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-6273,,5,C,242700,349900,592600,9000000,10000,2048,2624,0,2005,2017,29.7061,201714879
0,1415,1,33,16C-7-3,016C-7-3,3,16C,7,,3,YES,RR-5,6765-03-8396,,,,0,0,0,0,0,0,0,0,0,2018,2.88765,201801415,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-6273,,5,C,242700,349900,592600,9000000,10000,2048,2624,0,2005,2017,29.7061,201714879
0,1416,1,34,16C-7-4,016C-7-4,4,16C,7,,4,YES,RR-5,6765-03-9616,,2,,0,89900,89900,170000,0,0,0,0,2018,2018,2.9845,201801416,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-6273,,5,C,242700,349900,592600,9000000,10000,2048,2624,0,2005,2017,29.7061,201714879
0,1417,1,35,16C-7-5,016C-7-5,5,16C,7,,5,YES,RR-5,6765-03-6816,,2,,0,94900,94900,0,0,0,0,0,0,2018,3.47985,201801417,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-6273,,5,C,242700,349900,592600,9000000,10000,2048,2624,0,2005,2017,29.7061,201714879
0,2233,1,36,19-39A,019-39A,39A,19,,,39A,YES,R-R,6794-24-8958,,5,E,9900,600800,610700,0,10000,851,851,87050,2018,2018,61.2427,201802233,19-39,019-39,39,19,,,39,NO,R-R,6794-25-3735,,6,C,62800,956400,1019200,0,10000,896,1792,263800,0,2017,199.022,201702195
0,2326,1,37,19-61C,019-61C,61C,19,,,61C,YES,A-10,6793-96-2601,,5,C,38900,424700,463600,22199,10000,1114,1114,0,2017,2018,27.4485,201802326,19-61,019-61,61,19,,,61,NO,A-10,6793-96-8696,,5,,0,452600,452600,22000,10000,0,0,36200,2017,2017,80.4322,201702286
0,2680,1,38,22-19C,022-19C,19C,22,,,19C,YES,A-10,6702-12-8688,,2,,0,42300,42300,0,0,0,0,0,0,2018,2.46069,201802680,22-19,022-19,19,22,,,19,NO,A-10,6702-02-4079,,5,,311200,236700,547900,0,0,0,0,55700,0,2017,46.6029,201702638
0,2681,1,39,22-19D,022-19D,19D,22,,,19D,YES,A-10,6702-12-4331,,2,C,145700,70100,215800,53000,10000,1416,1416,0,2017,2018,6.01725,201802681,22-19,022-19,19,22,,,19,NO,A-10,6702-02-4079,,5,,311200,236700,547900,0,0,0,0,55700,0,2017,46.6029,201702638
0,3895,1,40,26B2-3-1C,026B2-3-1C,1C,26B2,3,,1C,YES,CHSC,6752-11-1732,C,4,C,65100,63000,128100,244500,8000,1399.5,1399.5,0,2018,2018,0.189654,201803895,26B2-3-1C,026B2-3-1C,1C,26B2,3,,1C,NO,CHSC,6752-11-0688,C,4,,0,10500,10500,0,0,0,0,0,0,2017,0.540179,201703855
0,3896,1,41,26B2-3-1D,026B2-3-1D,1D,26B2,3,,1D,YES,CHSC,6752-11-0771,C,4,C,133200,63000,196200,288900,8000,1399.5,1399.5,0,2018,2018,0.195448,201803896,26B2-3-1C,026B2-3-1C,1C,26B2,3,,1C,NO,CHSC,6752-11-0688,C,4,,0,10500,10500,0,0,0,0,0,0,2017,0.540179,201703855
0,3898,1,42,26B2-3-1F,026B2-3-1F,1F,26B2,3,,1F,YES,CHSC,6752-01-9761,,2,,0,25000,25000,0,0,0,0,0,0,2018,0.29496,201803898,26B2-3-1C,026B2-3-1C,1C,26B2,3,,1C,NO,CHSC,6752-11-0688,C,4,,0,10500,10500,0,0,0,0,0,0,2017,0.540179,201703855
0,3922,1,43,26B3-1-13,026B3-1-13,13,26B3,1,,13,NO,A-10,6752-21-0011,,2,,0,45300,45300,0,0,0,0,0,2014,2018,1.67686,201803922,26B3-1-13,026B3-1-13,13,26B3,1,,13,NO,A-10,6752-21-0073,,2,,0,45300,45300,0,0,0,0,0,2014,2017,5.38457,201703878
0,4361,1,44,27C-3-1,027C-3-1,1,27C,3,,1,YES,R-C,6752-33-9177,RC,4,,0,98500,98500,0,0,0,0,0,0,2018,3.34834,201804361,27-12,027-12,12,27,,,12,YES,R-C,6752-42-6930,RC,4,,0,262100,262100,500000,0,0,0,0,2010,2017,9.90098,201703947
0,4362,1,45,27C-3-2,027C-3-2,2,27C,3,,2,YES,R-C,6752-33-9462,RC,4,D,5300,83300,88600,0,0,0,1328.5,0,0,2018,2.65891,201804362,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4363,1,46,27C-3-3,027C-3-3,3,27C,3,,3,YES,R-C,6752-33-9684,RC,4,,0,69900,69900,0,0,0,0,0,0,2018,2.42223,201804363,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4365,1,47,27C-3-5,027C-3-5,5,27C,3,,5,YES,R-C,6752-44-0047,RC,4,,0,68800,68800,0,0,0,0,0,0,2018,2.26437,201804365,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4366,1,48,27C-3-6,027C-3-6,6,27C,3,,6,YES,R-C,6752-44-1207,RC,4,,0,89000,89000,73000,0,0,0,0,2016,2018,2.39469,201804366,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4367,1,49,27C-4-10,027C-4-10,10,27C,4,,10,YES,R-C,6752-43-7402,RC,2,,0,75900,75900,79950,0,0,0,0,2018,2018,2.09378,201804367,27-15,027-15,15,27,,,15,YES,R-C,6752-43-9604,RC,2,,0,144400,144400,201000,0,0,0,0,2016,2017,14.21,201703953
0,4368,1,50,27C-4-11,027C-4-11,11,27C,4,,11,YES,R-C,6752-43-6753,RC,2,,0,67500,67500,0,0,0,0,0,0,2018,2.06829,201804368,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4369,1,51,27C-4-12,027C-4-12,12,27C,4,,12,YES,R-C,6752-44-7073,RC,2,,0,72300,72300,0,0,0,0,0,0,2018,2.75164,201804369,27-15,027-15,15,27,,,15,YES,R-C,6752-43-9604,RC,2,,0,144400,144400,201000,0,0,0,0,2016,2017,14.21,201703953
0,4370,1,52,27C-4-13,027C-4-13,13,27C,4,,13,YES,R-C,6752-43-9894,RC,2,,0,67800,67800,0,0,0,0,0,0,2018,2.12147,201804370,27-15,027-15,15,27,,,15,YES,R-C,6752-43-9604,RC,2,,0,144400,144400,201000,0,0,0,0,2016,2017,14.21,201703953
0,4372,1,53,27C-4-15,027C-4-15,15,27C,4,,15,YES,R-C,6752-53-0491,RC,2,,0,87000,87000,79950,0,0,0,0,2017,2018,2.19757,201804372,27-15,027-15,15,27,,,15,YES,R-C,6752-43-9604,RC,2,,0,144400,144400,201000,0,0,0,0,2016,2017,14.21,201703953
0,4373,1,54,27C-4-16,027C-4-16,16,27C,4,,16,YES,R-C,6752-53-1221,RC,2,,0,69700,69700,0,0,0,0,0,0,2018,2.20397,201804373,27-15,027-15,15,27,,,15,YES,R-C,6752-43-9604,RC,2,,0,144400,144400,201000,0,0,0,0,2016,2017,14.21,201703953
0,4374,1,55,27C-4-17,027C-4-17,17,27C,4,,17,YES,R-C,6752-42-8898,RC,2,,0,70200,70200,0,0,0,0,0,0,2018,3.2702,201804374,27-12,027-12,12,27,,,12,YES,R-C,6752-42-6930,RC,4,,0,262100,262100,500000,0,0,0,0,2010,2017,9.90098,201703947
0,4376,1,56,27C-4-19,027C-4-19,19,27C,4,,19,YES,R-C,6752-42-4919,RC,2,,0,100000,100000,0,0,0,0,0,0,2018,3.50514,201804376,27-12,027-12,12,27,,,12,YES,R-C,6752-42-6930,RC,4,,0,262100,262100,500000,0,0,0,0,2010,2017,9.90098,201703947
0,4377,1,57,27C-4-7,027C-4-7,7,27C,4,,7,YES,R-C,6752-44-4170,RC,2,,0,67700,67700,0,0,0,0,0,0,2018,2.03446,201804377,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4378,1,58,27C-4-8,027C-4-8,8,27C,4,,8,YES,R-C,6752-43-3782,RC,2,,0,85800,85800,69200,0,0,0,0,2017,2018,2.09923,201804378,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,4379,1,59,27C-4-9,027C-4-9,9,27C,4,,9,YES,R-C,6752-43-4404,RC,2,B,176000,97000,273000,68500,10000,1771,2528.8,0,2017,2018,2.20564,201804379,27-11,027-11,11,27,,,11,YES,R-C,6752-43-4854,RC,2,,0,181900,181900,0,0,0,0,0,2010,2017,23.8989,201703946
0,5482,1,60,29-10M,029-10M,10M,29,,,10M,YES,A-10,6782-05-2773,,2,,17300,103700,121000,150000,0,0,0,0,2017,2018,10.5365,201805482,29-10F,029-10F,10F,29,,,10F,NO,A-10,6782-14-1707,,5,,0,525100,525100,0,0,0,0,0,0,2017,93.5371,201705417
0,5550,1,61,29-22A,029-22A,22A,29,,,22A,YES,A-10,6782-28-8358,,2,,0,70500,70500,77500,0,0,0,0,2017,2018,2.50156,201805550,29-22A,029-22A,22A,29,,,22A,NO,A-10,6782-28-8242,,2,,0,70500,70500,77500,0,0,0,0,2017,2017,5.73479,201705490
0,6782,0,62,31-20,031-20,20,31,,,20,NO,R-R,7703-55-8147,,2,,0,1000,1000,0,0,0,0,0,0,2018,1.13438,201806782,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
