Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,MAP_PIN,CAMA_PIN_L,CAMA_LOT,MAP_TAXMAP,MAP_DBLCIR,MAP_BLOCK,MAP_LOT,COGO,ZONING,GPIN,MZONE,MLUSE,MCLASS,MIMPRV,MTOTLD,MTOTPR,MSELLP,MTUTIL,MBASA,MTOTA,MASSLU,MCAYR,DATA_YEAR,Area_ACRE,UNIQ_ID,MAP_PIN_12,CAMA_PIN_2,CAMA_LOT_2,MAP_TAXM_2,MAP_DBLC_2,MAP_BLOCK1,MAP_LOT_12,COGO_12,ZONING_12,GPIN_12,MZONE_12,MLUSE_12,MCLASS_12,MIMPRV_12,MTOTLD_12,MTOTPR_12,MSELLP_12,MTUTIL_12,MBASA_12,MTOTA_12,MASSLU_12,MCAYR_12,DATA_YEAR1,Area_ACRE1,UNIQ_ID_12
0,9956,1,88,4-75B,004-75B,75B,4,,,75B,NO,A-10,6715-41-9841,,2,C,80200,38000,118200,88067,8000,1104,1104,0,0,2015,0.999967,201509956,4-75C,004-75C,75C,4,,,75C,NO,Agriculture A-10,6715-41-8932,,2,,800,44500,45300,20000,8000,0,0,0,2005,2014,2.51894,201409889
0,9958,1,89,Apr-76,004-76,76,4,,,76,NO,A-10,6715-51-2880,,2,,0,65000,65000,0,0,0,0,0,2012,2015,5.97168,201509958,3-May,005-3,3,5,,,3,NO,Agriculture A-10,6715-51-7842,,2,C,134500,99000,233500,0,8000,1957.5,1957.5,0,0,2014,12.8022,201412374
0,10153,1,90,40-58B,040-58B,58B,40,,,58B,YES,R-C,6771-36-7505,R-C,2,C,131600,63100,194700,120000,8000,1568,1568,0,0,2015,2.44494,201510153,40-58B,040-58B,58B,40,,,58B,YES,R-C,6771-36-8831,R-C,2,C,131600,63100,194700,120000,8000,1568,1568,0,0,2014,2.84077,201410085
0,10213,1,91,40-67J,040-67J,67J,40,,,67J,YES,A-10,6771-24-7663,,2,,0,53000,53000,0,0,0,0,0,2014,2015,3.17303,201510213,40-67,040-67,67,40,,,67,NO,Agriculture A-10,6771-24-7663,,5,,0,349700,349700,0,0,0,0,29400,0,2014,67.5103,201410135
0,10248,1,92,40-75A,040-75A,75A,40,,,75A,YES,A-10,6771-64-1492,,2,,0,49000,49000,57500,0,0,0,0,2014,2015,2.12987,201510248,40-75,040-75,75,40,,,75,NO,Agriculture A-10,6771-64-1492,,2,C,168900,100000,268900,0,8000,2488,2488,0,2014,2014,6.61545,201410177
0,10517,1,93,41-32J,041-32J,32J,41,,,32J,YES,A-10,6770-99-5842,,2,,0,65000,65000,115000,0,0,0,0,2014,2015,9.99951,201510517,41-32F,041-32F,32F,41,,,32F,NO,Agriculture A-10,6770-99-5842,,5,,0,260700,260700,83800,0,0,0,18050,2010,2014,38.6827,201410446
0,10518,1,94,41-32K,041-32K,32K,41,,,32K,YES,A-10,6770-99-5842,,2,,0,65000,65000,115000,0,0,0,0,2014,2015,10.0002,201510518,41-32F,041-32F,32F,41,,,32F,NO,Agriculture A-10,6770-99-5842,,5,,0,260700,260700,83800,0,0,0,18050,2010,2014,38.6827,201410446
0,11041,1,95,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,411400,411400,3500000,0,0,0,0,2012,2015,5.86982,201511041,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11086,1,96,42-33,042-33,33,42,,,33,NO,A-10,6791-66-0974,,2,C,307100,183800,490900,0,16000,3558.8,3558.8,175250,0,2015,20.8356,201511086,42-33A,042-33A,33A,42,,,33A,NO,Agriculture A-10,6791-58-9348,,6,,0,412700,412700,0,0,0,0,53075,2013,2014,213.063,201411018
0,11155,1,97,42-55A,042-55A,55A,42,,,55A,NO,A-10,6791-71-9524,,2,,0,82500,82500,0,0,0,0,0,2014,2015,4.58292,201511155,42-55A,042-55A,55A,42,,,55A,NO,Agriculture A-10,6791-71-7781,,2,,0,82500,82500,0,0,0,0,0,2004,2014,4.30101,201411085
0,11225,1,98,42-7-2,042-7-2,2,42,7,,2,YES,R-C,6791-30-6279,RC,4,,0,218000,218000,480000,0,0,0,0,2015,2015,1.08684,201511225,42-23,042-23,23,42,,,23,YES,R-C,6791-30-5366,RC,2,,0,900000,900000,1000000,0,0,0,0,2013,2014,3.00769,201410981
0,11226,1,99,42-7-3,042-7-3,3,42,7,,3,YES,C,6791-30-8245,C,4,,0,270000,270000,675000,0,0,0,0,2015,2015,1.34533,201511226,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11227,1,100,42-7-4,042-7-4,4,42,7,,4,YES,C,6791-40-0272,C,4,,0,268000,268000,569500,0,0,0,0,2015,2015,1.34156,201511227,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11228,1,101,42-7-5,042-7-5,5,42,7,,5,YES,C,6791-40-2167,C,4,,0,316000,316000,0,0,0,0,0,0,2015,1.5764,201511228,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11229,1,102,42-7-6,042-7-6,6,42,7,,6,YES,C,6791-40-4166,C,4,,0,316000,316000,0,0,0,0,0,0,2015,1.57792,201511229,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11230,1,103,42-7-7,042-7-7,7,42,7,,7,YES,C,6791-40-7132,C,4,,0,376000,376000,0,0,0,0,0,0,2015,1.87611,201511230,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11231,1,104,42-7-8,042-7-8,8,42,7,,8,YES,C,6790-39-4968,C,4,,0,496000,496000,715000,0,0,0,0,2015,2015,2.48489,201511231,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11232,1,105,42-7-9,042-7-9,9,42,7,,9,YES,C,6790-39-8877,C,4,,0,1468000,1468000,0,0,0,0,0,0,2015,7.34338,201511232,42-18,042-18,18,42,,,18,NO,C,6791-30-9077,C,4,,0,1869400,1869400,3500000,0,0,0,0,2012,2014,26.511,201410971
0,11721,1,106,43-44A,043-44A,44A,43,,,44A,YES,A-10,7702-50-6393,,2,,0,14100,14100,1430000,0,0,0,0,0,2015,2.02021,201511721,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11754,1,107,43-64D,043-64D,64D,43,,,64D,YES,A-10,7700-59-6177,,2,,0,5900,5900,275000,0,0,0,0,2014,2015,1.6927,201511754,43-64,043-64,64,43,,,64,NO,Agriculture A-10,7700-59-6177,,5,,0,151200,151200,0,0,0,0,0,2012,2014,46.3577,201411672
0,11755,1,108,43-64E,043-64E,64E,43,,,64E,YES,A-10,7700-59-6177,,2,,0,21600,21600,275000,0,0,0,0,2014,2015,6.17906,201511755,43-64,043-64,64,43,,,64,NO,Agriculture A-10,7700-59-6177,,5,,0,151200,151200,0,0,0,0,0,2012,2014,46.3577,201411672
0,11896,1,109,43E-1-1,043E-1-1,1,43E,1,,1,YES,A-10,7702-30-3825,,2,,0,113200,113200,0,0,0,0,0,0,2015,10.0282,201511896,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11897,1,110,43E-1-2,043E-1-2,2,43E,1,,2,YES,A-10,7702-30-7788,,2,,0,113100,113100,149000,0,0,0,0,2014,2015,10.0193,201511897,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11898,1,111,43E-1-3,043E-1-3,3,43E,1,,3,YES,A-10,7702-40-3725,,2,,0,113200,113200,0,0,0,0,0,0,2015,10.033,201511898,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11899,1,112,43E-1-4,043E-1-4,4,43E,1,,4,YES,A-10,7702-41-3360,,2,,0,113400,113400,0,0,0,0,0,0,2015,10.0645,201511899,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11900,1,113,43E-1-5,043E-1-5,5,43E,1,,5,YES,A-10,7702-31-6501,,2,,0,113100,113100,150000,0,0,0,0,2014,2015,10.0196,201511900,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11901,1,114,43E-1-6,043E-1-6,6,43E,1,,6,YES,A-10,7702-32-5233,,2,,0,113200,113200,0,0,0,0,0,0,2015,10.0281,201511901,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11902,1,115,43E-1-7,043E-1-7,7,43E,1,,7,YES,A-10,7702-33-6268,,2,,0,113900,113900,0,0,0,0,0,0,2015,10.134,201511902,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,11903,1,116,43E-1-8,043E-1-8,8,43E,1,,8,YES,A-10,7702-43-0243,,2,,0,113200,113200,160000,0,0,0,0,2014,2015,10.0268,201511903,43-44,043-44,44,43,,,44,NO,Agriculture A-10,7702-50-6393,,6,,0,1540100,1540100,0,0,0,0,0,2005,2014,431.234,201411640
0,12081,1,117,46-44B,046-44B,44B,46,,,44B,YES,A-10,6700-31-0815,,2,,0,61900,61900,0,0,0,0,0,2014,2015,6.61776,201512081,46-44,046-44,44,46,,,44,NO,Agriculture A-10,6700-22-4688,,6,C,88300,526500,614800,115000,5500,1371,1371,85050,2002,2014,106.095,201411988
0,12333,1,118,47-47C,047-47C,47C,47,,,47C,YES,A-10,6700-95-4765,,2,C,142100,49200,191300,27500,8000,1692,1692,0,2014,2015,2.04026,201512333,47-47,047-47,47,47,,,47,NO,Agriculture A-10,6700-95-6708,,2,,0,75200,75200,40000,0,0,0,0,2013,2014,6.8964,201412240
0,12334,1,119,47-48,047-48,48,47,,,48,NO,A-10,6700-95-8434,,2,,0,35000,35000,0,0,0,0,0,0,2015,1.04042,201512334,47-47,047-47,47,47,,,47,NO,Agriculture A-10,6700-95-6708,,2,,0,75200,75200,40000,0,0,0,0,2013,2014,6.8964,201412240
0,12463,1,120,5-10A,005-10A,10A,5,,,10A,YES,A-10,6715-92-1442,,2,E,0,35000,35000,0,0,690,690,0,2004,2015,1.25307,201512463,5-9D,005-9D,9D,5,,,9D,NO,Agriculture A-10,6715-93-3000,,2,C,111500,123300,234800,135100,8000,1516,1516,0,0,2014,14.5859,201412410
0,12465,1,121,5-10C,005-10C,10C,5,,,10C,YES,A-10,6715-92-6496,,2,C,135400,50000,185400,114000,8000,1008,1713.6,0,2011,2015,2.06729,201512465,5-10B,005-10B,10B,5,,,10B,NO,Agriculture A-10,6715-92-7955,,2,C,177800,97000,274800,20000,8000,1887,1887,0,0,2014,9.34197,201412371
0,12468,1,122,5-31A,005-31A,31A,5,,,31A,YES,A-10,6725-02-7921,,2,,0,62900,62900,10800,0,0,0,0,2010,2015,5.00242,201512468,5-31A,005-31A,31A,5,,,31A,NO,Agriculture A-10,6725-02-5635,,2,,0,62900,62900,10800,0,0,0,0,2010,2014,5.49417,201412375
0,12469,1,123,5-31B,005-31B,31B,5,,,31B,YES,A-10,6725-02-9321,,2,C,97400,50000,147400,0,8000,1144,1144,0,2013,2015,2.05161,201512469,5-31B,005-31B,31B,5,,,31B,NO,Agriculture A-10,6725-02-8593,,2,,0,61000,61000,0,0,0,0,0,2013,2014,5.03149,201412376
0,12472,1,124,5-31E,005-31E,31E,5,,,31E,YES,A-10,6725-13-1358,,2,,0,3300,3300,100000,0,0,0,0,2015,2015,0.466609,201512472,May-38,005-38,38,5,,,38,NO,Agriculture A-10,6725-24-3428,,6,C,262600,411200,673800,0,16000,1953,1953,0,0,2014,543.929,201412389
0,12473,1,125,5-31F,005-31F,31F,5,,,31F,YES,A-10,6725-13-0011,,2,,0,32300,32300,1500,0,0,0,0,2012,2015,0.984063,201512473,5-31D,005-31D,31D,5,,,31D,NO,Agriculture A-10,6725-03-9190,,2,C,52000,44500,96500,90000,8000,960,960,0,2010,2014,1.59949,201412378
0,13662,1,126,53-97,053-97,97,53,,,97,YES,A-10,6689-68-2115,,2,,0,56000,56000,52500,0,0,0,0,2014,2015,3.65691,201513662,53-97,053-97,97,53,,,97,NO,Agriculture A-10,6689-68-2115,,2,,0,82100,82100,0,0,0,0,0,2013,2014,8.53938,201413569
0,14066,1,127,54-3-N1,054-3-N1,N1,54,3,,N1,YES,A-10,6790-86-6132,,2,,0,51100,51100,0,0,0,0,0,2014,2015,2.22448,201514066,54-3-N,054-3-N,N,54,3,,N,NO,Agriculture A-10,6790-85-6980,,2,,0,95700,95700,0,0,0,0,5000,2004,2014,9.70425,201413971
0,14082,1,128,54-37,054-37,37,54,,,37,NO,A-10,6699-17-9155,,2,,0,35000,35000,10000,0,0,0,0,0,2015,0.562306,201514082,54-37,054-37,37,54,,,37,NO,Agriculture A-10,6699-17-9155,,2,,0,35000,35000,10000,0,0,0,0,0,2014,1.37657,201413987
0,14106,1,129,54-40C,054-40C,40C,54,,,40C,YES,A-10,6699-17-2098,,2,D,66300,38000,104300,0,8000,1288,1764,0,0,2015,1.00336,201514106,54-40,054-40,40,54,,,40,NO,Agriculture A-10,6699-16-5722,,2,,0,101000,101000,0,0,0,0,0,0,2014,16.0317,201414008
0,14280,1,130,57-11,057-11,11,57,,,11,YES,A-10,5698-96-2057,,5,D,43400,189600,233000,0,8000,750,870,96125,2014,2015,37.3424,201514280,57-11,057-11,11,57,,,11,NO,Agriculture A-10,5698-96-2057,,6,D,43400,531500,574900,0,8000,750,870,96125,2011,2014,149.26,201414184
0,14281,1,131,57-11A,057-11A,11A,57,,,11A,YES,A-10,5698-86-9208,,2,,0,37400,37400,0,0,0,0,0,0,2015,1.76113,201514281,57-11,057-11,11,57,,,11,NO,Agriculture A-10,5698-96-2057,,6,D,43400,531500,574900,0,8000,750,870,96125,2011,2014,149.26,201414184
0,14284,1,132,57-11D,057-11D,11D,57,,,11D,YES,A-10,5698-86-9208,,5,,0,180500,180500,0,0,0,0,0,2014,2015,44.8333,201514284,57-11,057-11,11,57,,,11,NO,Agriculture A-10,5698-96-2057,,6,D,43400,531500,574900,0,8000,750,870,96125,2011,2014,149.26,201414184
0,14309,1,133,60-10A,060-10A,10A,60,,,10A,YES,A-10,6677-07-0987,,2,C,183100,84300,267400,0,8000,1500,1500,0,2014,2015,11.1255,201514309,60-10A,060-10A,10A,60,,,10A,NO,Agriculture A-10,6677-07-0987,,2,C,183100,84300,267400,0,8000,1500,1500,0,2013,2014,91.3582,201414211
0,14669,1,134,7-33B,007-33B,33B,7,,,33B,YES,A-10,6756-11-0868,,2,,0,125900,125900,595000,0,0,0,0,2015,2015,13.2771,201514669,7-33A,007-33A,33A,7,,,33A,NO,Agriculture A-10,6756-02-9106,,5,C,242300,304500,546800,40000,8000,1458,3450,0,0,2014,37.6839,201414571
0,14678,1,135,1-Aug,008-1,1,8,,,1,NO,A-10,6756-56-6007,,72,C,833600,3048100,3881700,0,0,0,1272,0,2012,2015,124.767,201514678,1-Aug,008-1,1,8,,,1,NO,Agriculture A-10,6756-56-6007,,72,C,833600,3048100,3881700,0,0,0,1272,0,2012,2014,2182.42,201414580
0,14975,1,136,UP,UP,UP,35,,,UP,YES,A-10,6701-35-3538,,,,0,0,0,0,0,0,0,0,0,2015,11.8495,201514975,35-11,035-11,11,35,,,11,YES,Agriculture A-10,6701-51-4869,,5,,0,198100,198100,0,0,0,0,29125,2011,2014,96.1024,201407422
0,180,1,1,12-73B,012-73B,73B,12,,,73B,YES,A-10,6713-38-6914,,5,E,500,73100,73600,0,0,1316,1972,43600,2011,2016,9.93798,201600180,12-73B,012-73B,73B,12,,,73B,YES,A-10,6713-38-6914,,5,E,500,141600,142100,0,0,1316,1972,43600,2011,2015,25.1076,201500182
0,302,1,2,14-1-22A,014-1-22A,22A,14,1,,22A,YES,R-U,6733-56-6898,,2,C,161500,56000,217500,200000,10000,1711,1711,0,2015,2016,3.00043,201600302,14-1-22,014-1-22,22,14,1,,22,NO,R-U,6733-56-6898,,5,,0,158400,158400,80000,0,0,0,0,2014,2015,23.2567,201500304
0,326,1,3,14-10,014-10,10,14,,,10,YES,A-10,6734-03-3312,,2,,0,16000,16000,0,0,0,0,0,2013,2016,4.00002,201600326,14-38,014-38,38,14,,,38,NO,A-10,6734-02-4196,,2,,0,72400,72400,19000,0,0,0,8800,2010,2015,13.8692,201500419
0,332,1,4,14-105,014-105,105,14,,,105,NO,RR-5,6735-70-9792,,6,,15000,643600,658600,175000,0,0,0,84200,2014,2016,136.94,201600332,14-105,014-105,105,14,,,105,NO,RR-5,6735-70-9792,,6,,15000,823100,838100,175000,0,0,0,84200,2014,2015,209.632,201500333
0,388,1,5,14-3-1,014-3-1,1,14,3,,1,YES,A-10,6733-38-5545,,2,C,50000,58000,108000,70000,10000,1027.5,1731.5,0,2015,2016,2.88849,201600388,14-3-1,014-3-1,1,14,3,,1,NO,A-10,6733-38-5545,,2,C,51000,97500,148500,120240,8000,1027.5,1731.5,0,2015,2015,9.53766,201500388
0,416,1,6,14-34,014-34,34,14,,,34,YES,A-10,6734-11-4914,,2,D,59300,47400,106700,0,10000,972,1164,0,2011,2016,2.00904,201600416,14-34,014-34,34,14,,,34,NO,A-10,6734-11-4914,,2,D,50300,45400,95700,0,8000,972,1164,0,2011,2015,16.7328,201500415
0,689,1,7,15-24A-1,015-24A-1,24A-1,15,,,24A-1,YES,A-10,6754-13-5435,,2,,0,47500,47500,326250,0,0,0,0,0,2016,2.00048,201600689,15-50,015-50,50,15,,,50,NO,A-10,6754-03-9801,,76,C,112200,63200,175400,0,8000,1764,1764,0,0,2015,2.9011,201500798
0,690,1,8,15-24A-2,015-24A-2,24A-2,15,,,24A-2,YES,A-10,6754-13-5435,,2,,0,107500,107500,326250,0,0,0,0,0,2016,9.93075,201600690,15-24A,015-24A,24A,15,,,24A,NO,A-10,6754-13-5435,,5,,0,363400,363400,0,0,0,0,29600,0,2015,62.4833,201500688
0,691,1,9,15-24A-3,015-24A-3,24A-3,15,,,24A-3,YES,A-10,6754-13-5435,,2,,0,107500,107500,326250,0,0,0,0,0,2016,10.0014,201600691,15-24A,015-24A,24A,15,,,24A,NO,A-10,6754-13-5435,,5,,0,363400,363400,0,0,0,0,29600,0,2015,62.4833,201500688
0,692,1,10,15-24A-4,015-24A-4,24A-4,15,,,24A-4,YES,A-10,6754-13-5435,,2,,0,108300,108300,326250,0,0,0,0,0,2016,9.83841,201600692,15-24A,015-24A,24A,15,,,24A,NO,A-10,6754-13-5435,,5,,0,363400,363400,0,0,0,0,29600,0,2015,62.4833,201500688
0,786,1,11,15-49F,015-49F,49F,15,,,49F,YES,I-1,6754-12-0660,I1,4,B,79800,30000,109800,242500,0,0,2400,0,2009,2016,0.535465,201600786,15-49F,015-49F,49F,15,,,49F,NO,I-1,6754-12-0660,I1,4,B,79800,18900,98700,242500,0,0,2400,0,2009,2015,4.46381,201500781
0,787,1,12,15-49G,015-49G,49G,15,,,49G,YES,I-1,6754-02-9387,I1,4,B,160700,30000,190700,242500,0,0,4992,0,0,2016,1.06551,201600787,15-49F,015-49F,49F,15,,,49F,NO,I-1,6754-12-0660,I1,4,B,79800,18900,98700,242500,0,0,2400,0,2009,2015,4.46381,201500781
0,789,1,13,15-49J,015-49J,49J,15,,,49J,YES,I-1,6754-02-9537,I1,4,D,86400,30000,116400,170000,0,0,2400,0,2015,2016,1.14386,201600789,15-49F,015-49F,49F,15,,,49F,NO,I-1,6754-12-0660,I1,4,B,79800,18900,98700,242500,0,0,2400,0,2009,2015,4.46381,201500781
0,808,1,14,15-54,015-54,54,15,,,54,YES,A-10,6755-10-2735,,5,C,207800,171000,378800,0,10000,2466,2466,0,2015,2016,21.9456,201600808,7-7A,007-7A,7A,7,,,7A,NO,A-10,6745-80-9902,,6,,0,897100,897100,0,0,0,0,126000,2004,2015,263.029,201514677
0,816,1,15,15-56B,015-56B,56B,15,,,56B,YES,A-10,6755-10-1188,,2,,0,75200,75200,92500,0,0,0,0,0,2016,7.73778,201600816,15-56,015-56,56,15,,,56,YES,A-10,6754-19-1903,,2,,0,128100,128100,92500,0,0,0,0,2014,2015,17.9328,201500806
0,839,1,16,15-62,015-62,62,15,,,62,YES,A-10,6745-81-3195,,2,C,82000,43100,125100,0,10000,720,864,0,2005,2016,1.51593,201600839,7-7A,007-7A,7A,7,,,7A,NO,A-10,6745-80-9902,,6,,0,897100,897100,0,0,0,0,126000,2004,2015,263.029,201514677
0,1062,1,17,16-35G,016-35G,35G,16,,,35G,YES,RR-5,6755-81-1383,,2,,0,41000,41000,642210,0,0,0,0,2006,2016,6.55651,201601062,16-35G,016-35G,35G,16,,,35G,YES,RR-5,6755-81-1383,,5,,0,389900,389900,642210,0,0,0,0,2006,2015,64.3203,201501053
0,1064,1,18,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-5223,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2016,34.2436,201601064,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-5223,R-5,5,,0,396000,396000,659970,0,0,0,0,2006,2015,65.7249,201501055
0,1071,1,19,16-38A,016-38A,38A,16,,,38A,YES,A-10,6754-58-9527,,2,C,80600,57900,138500,85000,10000,1102,1102,0,2014,2016,2.05742,201601071,16-38,016-38,38,16,,,38,NO,A-10,6754-68-1600,,2,C,79200,77300,156500,85000,8000,1102,1102,0,2014,2015,4.36054,201501062
0,1103,1,20,16-52D,016-52D,52D,16,,,52D,YES,RR-5,6753-45-0946,,5,,0,303100,303100,200000,0,0,0,0,2015,2016,30.3123,201601103,16-52B,016-52B,52,16,,,52B,NO,RR-5,6753-47-2168,,6,,0,1253800,1253800,2000000,0,0,0,0,2008,2015,137.109,201501092
0,1150,1,21,16-73B,016-73B,73B,16,,,73B,NO,A-10,6765-31-6748,,2,A,475400,57500,532900,0,10000,2376,4216.5,0,2006,2016,1.99954,201601150,16-73A,016-73A,73A,16,,,73A,NO,A-10,6765-31-6157,,2,,0,103300,103300,27500,0,0,0,0,0,2015,16.2008,201501138
0,1361,1,22,16C-2-1,016C-2-1,1,16C,2,,1,YES,RR-5,6754-99-5260,,2,,0,137400,137400,0,0,0,0,0,0,2016,10.403,201601361,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-5223,R-5,5,,0,396000,396000,659970,0,0,0,0,2006,2015,65.7249,201501055
0,1362,1,23,16C-2-10,016C-2-10,10,16C,2,,10,YES,RR-5,6755-71-6674,,2,,0,131200,131200,0,0,0,0,0,2015,2016,7.1219,201601362,16-35G,016-35G,35G,16,,,35G,YES,RR-5,6755-81-1383,,5,,0,389900,389900,642210,0,0,0,0,2006,2015,64.3203,201501053
0,1363,1,24,16C-2-11,016C-2-11,11,16C,2,,11,YES,RR-5,6755-81-1904,,2,,0,92900,92900,0,0,0,0,0,2015,2016,3.28825,201601363,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,274200,274200,9000000,0,0,0,0,2005,2015,62.1863,201514710
0,1364,1,25,16C-2-12,016C-2-12,12,16C,2,,12,YES,RR-5,6755-82-7765,,2,,0,115800,115800,0,0,0,0,0,0,2016,5.57867,201601364,8-110,008-110,110,8,,,110,NO,RR-5,6755-82-1624,,5,,0,274200,274200,9000000,0,0,0,0,2005,2015,62.1863,201514710
0,1365,1,26,16C-2-13,016C-2-13,13,16C,2,,13,YES,RR-5,6755-93-4036,,2,,0,98000,98000,0,0,0,0,0,0,2016,3.80179,201601365,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1366,1,27,16C-2-14,016C-2-14,14,16C,2,,14,YES,RR-5,6755-93-6431,,2,,0,92200,92200,0,0,0,0,0,0,2016,3.21809,201601366,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1367,1,28,16C-2-15,016C-2-15,15,16C,2,,15,YES,RR-5,6765-03-0934,,2,,0,90600,90600,0,0,0,0,0,0,2016,3.05926,201601367,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1368,1,29,16C-2-16,016C-2-16,16,16C,2,,16,YES,RR-5,6765-04-5111,,2,,0,93500,93500,0,0,0,0,0,0,2016,3.34463,201601368,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1369,1,30,16C-2-17,016C-2-17,17,16C,2,,17,YES,RR-5,6765-03-2612,,2,,0,95700,95700,0,0,0,0,0,0,2016,3.5719,201601369,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1371,1,31,16C-2-19,016C-2-19,19,16C,2,,19,YES,RR-5,6765-02-0929,,2,,0,102800,102800,0,0,0,0,0,0,2016,4.28464,201601371,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1372,1,32,16C-2-2,016C-2-2,2,16C,2,,2,YES,RR-5,6754-99-2156,,2,,0,128500,128500,0,0,0,0,0,0,2016,6.8679,201601372,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-5223,R-5,5,,0,396000,396000,659970,0,0,0,0,2006,2015,65.7249,201501055
0,1373,1,33,16C-2-20,016C-2-20,20,16C,2,,20,YES,RR-5,6755-92-8729,,2,,0,89100,89100,0,0,0,0,0,0,2016,2.9089,201601373,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1374,1,34,16C-2-21,016C-2-21,21,16C,2,,21,YES,RR-5,6755-92-6634,,2,,0,89300,89300,0,0,0,0,0,0,2016,2.92855,201601374,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1375,1,35,16C-2-22,016C-2-22,22,16C,2,,22,YES,RR-5,6755-92-4550,,2,,0,97400,97400,0,0,0,0,0,2015,2016,3.73632,201601375,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
0,1376,1,36,16C-2-23,016C-2-23,23,16C,2,,23,YES,RR-5,6755-92-1492,,2,,0,98400,98400,0,0,0,0,0,2015,2016,3.83992,201601376,8-111,008-111,111,8,,,111,NO,RR-5,6765-03-1321,,6,C,241300,651000,892300,9000000,8000,2048,2624,0,2005,2015,89.7044,201514711
